timestamp_utc,voice_language,input_text,intent,detail,reply_preview,latency_s,status,note
2026-05-23T09:11:52Z,en,3 / 2 =,none,,"I didn't match a system command. You can say: set a timer, take a screenshot, open YouTube, or search the web.",0.004099,no_match,no_match
2026-05-23T10:19:31Z,en,please open WhatsApp,session_whatsapp,whatsapp,Automation is running on WhatsApp.,2.228298,ok,
2026-05-23T10:19:43Z,en,search user PG,session_search_chat,ok,Search updated.,1.176519,ok,session_mode
2026-05-23T10:19:53Z,en,stop automation,session_stop,,Session stopped.,0.000052,ok,session_mode
2026-05-23T15:45:53Z,zh,三乘五等于多少,none,,未识别为系统指令。你可以说：计时、截图、打开 YouTube、或网页搜索。,0.009903,no_match,no_match
2026-05-23T16:02:07Z,en,open WhatsApp,session_whatsapp,whatsapp,Automation is running on WhatsApp.,2.254379,ok,
2026-05-23T16:02:19Z,en,Select second chat,session_select_chat_index,ok_index_2,Selected the chat.,0.482961,ok,session_mode
2026-05-23T16:02:28Z,en,stop operation,session_stop,,Session stopped.,0.000061,ok,session_mode
2026-05-23T16:02:46Z,zh,请打开聊天应用,session_whatsapp,whatsapp,自动化运行中在 WhatsApp ,2.489643,ok,
2026-05-23T16:03:00Z,zh,Choose the 2nd chat,session_unparsed,Choose the 2nd chat,未识别该指令。可尝试搜索、播放第一个、暂停，或说停止自动化。,0.000248,no_match,session_no_match
2026-05-23T16:03:17Z,zh,Choose the 2nd chat,session_unparsed,Choose the 2nd chat,未识别该指令。可尝试搜索、播放第一个、暂停，或说停止自动化。,0.000104,no_match,session_no_match
2026-05-23T16:03:33Z,zh,search chat pg,session_search_chat,ok,已更新搜索。,0.769827,ok,session_mode
2026-05-23T16:03:46Z,zh,select first chat,session_select_chat_index,ok_index_1,已选择聊天。,0.469351,ok,session_mode
2026-05-23T16:03:57Z,zh,Choose the 2nd chat,session_unparsed,Choose the 2nd chat,未识别该指令。可尝试搜索、播放第一个、暂停，或说停止自动化。,0.000063,no_match,session_no_match
2026-05-23T16:04:13Z,zh,stop automation,session_stop,,已结束会话。,0.000065,ok,session_mode
2026-05-23T16:24:14Z,en,please open Google Maps,session_google_maps,google_maps,Automation is running on Google Maps.,4.429684,ok,
2026-05-23T16:24:38Z,en,search for Melaka,session_search,ok,Done.,1.184277,ok,session_mode
2026-05-23T16:24:47Z,en,stop automation,session_stop,,Session stopped.,0.054428,ok,session_mode
2026-05-23T16:31:28Z,en,please open YouTube,session_youtube,youtube,Automation is running on YouTube.,3.406335,ok,
2026-05-23T16:31:41Z,en,search for Justin,session_search,ok,Done.,3.730873,ok,session_mode
2026-05-23T16:31:53Z,en,what is 3 + 3,session_unparsed,what is 3 + 3,"I did not understand that command. Try search, play first, pause, or stop automation.",0.001224,no_match,session_no_match
2026-05-23T16:32:05Z,en,stop automation,session_stop,,Session stopped.,0.153184,ok,session_mode
2026-05-23T16:38:49Z,en,could you please open YouTube,session_youtube,youtube,Automation is running on YouTube.,3.127380,ok,
2026-05-23T16:39:09Z,en,search Justin Bieber daisies,session_search,ok,Done.,3.547125,ok,session_mode
2026-05-23T16:39:21Z,en,stop automation,session_stop,,Session stopped.,0.092217,ok,session_mode
2026-05-23T16:40:13Z,zh,请打开聊天机器,session_chatgpt,chatgpt,自动化运行中在 ChatGPT ,1.675759,ok,
2026-05-23T16:40:40Z,zh,search 什么是ai,session_search,ok,已发送。,2.499729,ok,session_mode
2026-05-23T16:40:52Z,zh,stop automation,session_stop,,已结束会话。,0.044265,ok,session_mode
2026-05-23T16:41:13Z,en,please open Google News,session_google_news,google_news,Automation is running on Google News.,1.457739,ok,
2026-05-23T16:41:24Z,en,what is,session_unparsed,what is,"I did not understand that command. Try search, find, enter, or stop automation.",0.000070,no_match,session_no_match
2026-05-23T16:41:37Z,en,what is 1 + 1,session_unparsed,what is 1 + 1,"I did not understand that command. Try search, find, enter, or stop automation.",0.000094,no_match,session_no_match
2026-05-23T16:41:50Z,en,search for news in Malaysia,session_search,ok,Done.,1.139808,ok,session_mode
2026-05-23T16:41:58Z,en,stop automation,session_stop,,Session stopped.,0.047070,ok,session_mode
2026-05-23T16:42:27Z,en,please open YouTube,session_youtube,youtube,Automation is running on YouTube.,3.039020,ok,
2026-05-23T16:42:40Z,en,stop automation,session_stop,,Session stopped.,0.037846,ok,session_mode
2026-05-23T16:43:00Z,en,please open YouTube,session_youtube,youtube,Automation is running on YouTube.,3.233230,ok,
2026-05-23T16:43:12Z,en,search for Justin Bieber,session_search,ok,Done.,3.537975,ok,session_mode
2026-05-23T16:43:23Z,en,play first,session_play_first,ok,Playing the first video.,1.741381,ok,session_mode
2026-05-23T16:43:34Z,en,stop automation,session_stop,,Session stopped.,0.058032,ok,session_mode
2026-05-23T16:43:55Z,zh,请打开油管,session_youtube,youtube,自动化运行中在 YouTube ,2.967740,ok,
2026-05-23T16:44:10Z,zh,search 周杰伦,session_search,ok,完成。,3.534081,ok,session_mode
2026-05-23T16:44:24Z,zh,play first,session_play_first,ok,正在播放第一个视频。,1.653601,ok,session_mode
2026-05-23T16:44:38Z,zh,pause video,session_pause,ok,已暂停。,0.081895,ok,session_mode
2026-05-23T16:44:47Z,zh,stop automation,session_stop,,已结束会话。,0.269847,ok,session_mode
2026-05-23T16:45:06Z,zh,请打开聊天应用,session_whatsapp,whatsapp,自动化运行中在 WhatsApp ,2.566063,ok,
2026-05-23T16:45:26Z,zh,clear search,session_clear_search,ok,已清空搜索。,1.266196,ok,session_mode
2026-05-23T16:45:39Z,zh,select first chat,session_select_chat_index,ok_index_1,已选择聊天。,0.556708,ok,session_mode
2026-05-23T16:45:50Z,zh,select second chat,session_select_chat_index,ok_index_2,已选择聊天。,0.575723,ok,session_mode
2026-05-23T16:46:03Z,zh,type 你,session_type_text,ok,已输入。,0.847370,ok,session_mode
2026-05-23T16:46:15Z,zh,clear message,session_clear_message,ok,已清空消息。,0.454262,ok,session_mode
2026-05-23T16:46:27Z,zh,type 好的没问题,session_type_text,ok,已输入。,0.550934,ok,session_mode
2026-05-23T16:46:43Z,zh,stop automation,session_stop,,已结束会话。,0.000055,ok,session_mode
2026-05-23T16:46:54Z,en,please open WhatsApp,session_whatsapp,whatsapp,Automation is running on WhatsApp.,2.139694,ok,
2026-05-23T16:47:05Z,en,Select second chat,session_select_chat_index,ok_index_2,Selected the chat.,0.677959,ok,session_mode
2026-05-23T16:47:14Z,en,how are you today,session_unparsed,how are you today,"I did not understand that command. Try search, play first, pause, or stop automation.",0.000076,no_match,session_no_match
2026-05-23T16:47:27Z,en,please type how are you today,session_type_text,ok,Typed.,0.718704,ok,session_mode
2026-05-23T16:47:41Z,en,clear message,session_clear_message,ok,Cleared the message.,0.454795,ok,session_mode
2026-05-23T16:47:49Z,en,please type I'm fine thank you,session_type_text,ok,Typed.,0.768757,ok,session_mode
2026-05-23T16:47:58Z,en,clear message,session_clear_message,ok,Cleared the message.,0.469401,ok,session_mode
2026-05-23T16:48:07Z,en,search user PG,session_search_chat,ok,Search updated.,1.201080,ok,session_mode
2026-05-23T16:48:17Z,en,stop automation,session_stop,,Session stopped.,0.000038,ok,session_mode
2026-05-23T16:48:28Z,zh,请打开聊天应用,session_whatsapp,whatsapp,自动化运行中在 WhatsApp ,2.283413,ok,
2026-05-23T16:48:43Z,zh,search chat 好的没问题,session_search_chat,ok,已更新搜索。,1.359460,ok,session_mode
2026-05-23T16:48:54Z,zh,clear search,session_clear_search,ok,已清空搜索。,1.377519,ok,session_mode
2026-05-23T16:49:07Z,zh,select third chat,session_select_chat_index,ok_index_3,已选择聊天。,0.596053,ok,session_mode
2026-05-23T16:49:18Z,zh,type 不错哦,session_type_text,ok,已输入。,0.488905,ok,session_mode
2026-05-23T16:49:29Z,zh,clear message,session_clear_message,ok,已清空消息。,0.456498,ok,session_mode
2026-05-23T16:49:40Z,zh,type 我现在在用一个机器和你聊天,session_type_text,ok,已输入。,0.480088,ok,session_mode
2026-05-23T16:49:50Z,zh,clear message,session_clear_message,ok,已清空消息。,0.455045,ok,session_mode
2026-05-23T16:50:02Z,zh,What is three families and how much is three?,session_unparsed,What is three families and how much is three?,未识别该指令。可尝试搜索、播放第一个、暂停，或说停止自动化。,0.000072,no_match,session_no_match
2026-05-23T16:50:17Z,zh,stop automation,session_stop,,已结束会话。,0.000047,ok,session_mode
2026-05-23T16:51:16Z,zh,五X等于多少,none,,未识别为系统指令。你可以说：计时、截图、打开 YouTube、或网页搜索。,0.005109,no_match,no_match
2026-05-23T16:51:34Z,zh,五X等于多少,none,,未识别为系统指令。你可以说：计时、截图、打开 YouTube、或网页搜索。,0.000242,no_match,no_match
2026-05-23T16:51:52Z,zh,三家三等于多少,none,,未识别为系统指令。你可以说：计时、截图、打开 YouTube、或网页搜索。,0.000280,no_match,no_match
2026-05-23T16:52:28Z,zh,删除5等于多少,none,,未识别为系统指令。你可以说：计时、截图、打开 YouTube、或网页搜索。,0.000224,no_match,no_match
2026-05-23T16:54:34Z,en,please open WhatsApp,session_whatsapp,whatsapp,Automation is running on WhatsApp.,2.293945,ok,
2026-05-23T16:54:45Z,en,Select second chat,session_select_chat_index,ok_index_2,Selected the chat.,0.581148,ok,session_mode
2026-05-23T16:54:56Z,en,select first chat,session_select_chat_index,ok_index_1,Selected the chat.,0.583443,ok,session_mode
2026-05-23T16:55:05Z,en,stop automation,session_stop,,Session stopped.,0.000047,ok,session_mode
2026-05-23T16:55:19Z,en,what's the date,date,2026-05-24,Today is 2026-05-24.,0.000078,ok,
2026-05-23T16:55:34Z,zh,现在是什么时间,time,00:55:34,现在时间是 00:55:34。,0.000200,ok,
2026-05-23T16:55:48Z,zh,今天是什么日期,date,2026-05-24,今天是 2026-05-24。,0.000240,ok,
2026-05-23T16:56:01Z,zh,打开谷歌地图,session_google_maps,google_maps,自动化运行中在 谷歌地图 ,1.749439,ok,
2026-05-23T16:56:17Z,zh,search 马来西亚新闻,session_search,ok,完成。,0.947143,ok,session_mode
2026-05-23T16:56:27Z,zh,stop automation,session_stop,,已结束会话。,0.239062,ok,session_mode
2026-05-23T16:57:01Z,en,what time is it,time,00:57:01,The time is 00:57:01.,0.000062,ok,
2026-05-23T16:57:14Z,en,what's the date,date,2026-05-24,Today is 2026-05-24.,0.000133,ok,
2026-05-23T16:57:46Z,en,open my downloads,open_folder,C:\Users\Acer\Downloads,Opening your downloads folder.,0.284622,ok,
2026-05-23T16:58:06Z,en,what is the meaning of computer science,none,,"I didn't match a system command. You can say: set a timer, take a screenshot, open YouTube, or search the web.",0.002296,no_match,no_match
2026-05-23T16:58:49Z,en,please open Google News,session_google_news,google_news,Automation is running on Google News.,1.543358,ok,
2026-05-23T16:59:00Z,en,search for news in Malaysia,session_search,ok,Done.,1.029378,ok,session_mode
2026-05-23T16:59:09Z,en,stop automation,session_stop,,Session stopped.,0.067941,ok,session_mode
2026-05-24T05:26:56Z,en,hello please open WhatsApp,session_whatsapp,whatsapp,Automation is running on WhatsApp.,2.238419,ok,
2026-05-24T05:27:07Z,en,select first chat,session_select_chat_index,ok_index_1,Selected the chat.,0.463070,ok,session_mode
2026-05-24T05:27:16Z,en,stop automation,session_stop,,Session stopped.,0.000050,ok,session_mode
2026-05-24T06:22:48Z,en,please open WhatsApp,session_whatsapp,whatsapp,Automation is running on WhatsApp.,2.193502,ok,
2026-05-24T07:34:50Z,en,good morning please open WhatsApp,session_whatsapp,whatsapp,Automation is running on WhatsApp.,2.369610,ok,
2026-05-24T07:35:02Z,en,stop automation,session_stop,,Session stopped.,0.000151,ok,session_mode
2026-05-24T08:13:54Z,en,good morning please open WhatsApp,session_whatsapp,whatsapp,Automation is running on WhatsApp.,2.276297,ok,
2026-05-24T08:14:06Z,en,Select second chat,session_select_chat_index,ok_index_2,Selected the chat.,0.465911,ok,session_mode
2026-05-24T08:14:15Z,en,stop operation,session_stop,,Session stopped.,0.000050,ok,session_mode
2026-05-24T15:35:49Z,en,please open WhatsApp,session_whatsapp,whatsapp,Automation is running on WhatsApp.,2.252314,ok,
2026-05-24T15:36:01Z,en,Select second chat,session_select_chat_index,ok_index_2,Selected the chat.,0.464237,ok,session_mode
2026-05-24T15:36:09Z,en,select first chat,session_select_chat_index,ok_index_1,Selected the chat.,0.459793,ok,session_mode
2026-05-24T15:36:18Z,en,send message,session_send,ok,Sent.,0.254846,ok,session_mode
2026-05-24T15:36:26Z,en,stop automation,session_stop,,Session stopped.,0.000042,ok,session_mode
2026-05-24T15:44:11Z,zh,请问什么是数据科学,none,,未识别为系统指令。你可以说：计时、截图、打开 YouTube、或网页搜索。,0.004256,no_match,no_match
2026-05-24T15:44:30Z,zh,解释数据科学,none,,未识别为系统指令。你可以说：计时、截图、打开 YouTube、或网页搜索。,0.000293,no_match,no_match
2026-05-24T15:46:00Z,zh,在这个现代社会什么东西最需要,none,,未识别为系统指令。你可以说：计时、截图、打开 YouTube、或网页搜索。,0.000285,no_match,no_match
2026-05-24T16:35:55Z,en,please open WhatsApp,session_whatsapp,whatsapp,Automation is running on WhatsApp.,2.253685,ok,
2026-05-24T16:36:06Z,en,Select second,session_unparsed,Select second,"I did not understand that command. Try search, play first, pause, or stop automation.",0.001959,no_match,session_no_match
2026-05-24T16:36:19Z,en,Select second chat,session_select_chat_index,ok_index_2,Selected the chat.,0.459894,ok,session_mode
2026-05-24T16:36:27Z,en,stop automation,session_stop,,Session stopped.,0.000038,ok,session_mode
2026-05-25T03:54:11Z,en,good morning please open WhatsApp,session_whatsapp,whatsapp,Automation is running on WhatsApp.,2.242943,ok,
2026-05-25T03:54:22Z,en,select first chat,session_select_chat_index,ok_index_1,Selected the chat.,0.458937,ok,session_mode
2026-05-25T03:54:31Z,en,stop automation,session_stop,,Session stopped.,0.000039,ok,session_mode
2026-05-25T03:54:55Z,en,what's the date,date,2026-05-25,Today is 2026-05-25.,0.000073,ok,
2026-06-01T02:36:18Z,en,good morning please open WhatsApp,session_whatsapp,whatsapp,Automation is running on WhatsApp.,2.223400,ok,
2026-06-01T02:36:30Z,en,stop all the music,session_unparsed,stop all the music,"I did not understand that command. Try search, play first, pause, or stop automation.",0.002082,no_match,session_no_match
2026-06-01T02:36:43Z,en,stop automation,session_stop,,Session stopped.,0.000053,ok,session_mode
2026-06-01T02:41:45Z,zh,什么是数学体系,none,,未识别为系统指令。你可以说：计时、截图、打开 YouTube、或网页搜索。,0.004011,no_match,no_match
2026-06-01T02:42:04Z,zh,今天是什么时间,time,10:42:04,现在时间是 10:42:04。,0.000111,ok,
2026-06-01T03:24:35Z,en,open WhatsApp,session_whatsapp,whatsapp,Automation is running on WhatsApp.,2.300045,ok,
2026-06-01T03:25:03Z,en,selected chart,session_unparsed,selected chart,"I did not understand that command. Try search, play first, pause, or stop automation.",0.001933,no_match,session_no_match
2026-06-01T03:25:15Z,en,select third chat,session_select_chat_index,ok_index_3,Selected the chat.,0.565174,ok,session_mode
2026-06-01T03:25:24Z,en,type good morning Mum,session_type_text,ok,Typed.,0.694224,ok,session_mode
2026-06-01T03:25:32Z,en,send,session_send,ok,Sent.,0.355054,ok,session_mode
2026-06-01T03:25:40Z,en,delete the message,session_clear_message,ok,Cleared the message.,0.457744,ok,session_mode
2026-06-01T03:25:48Z,en,stop automation,session_stop,,Session stopped.,0.000039,ok,session_mode
2026-06-01T03:27:50Z,zh,打开油管,session_youtube,youtube,自动化运行中在 YouTube ,4.761348,ok,
2026-06-01T03:28:08Z,zh,search 周兴哲,session_search,ok,完成。,3.625428,ok,session_mode
2026-06-01T03:28:34Z,zh,play first,session_play_first,ok,正在播放第一个视频。,1.647368,ok,session_mode
2026-06-01T03:28:46Z,zh,born,session_unparsed,born,未识别该指令。可尝试搜索、播放第一个、暂停，或说停止自动化。,0.001804,no_match,session_no_match
2026-06-01T03:29:02Z,zh,pause video,session_pause,ok,已暂停。,0.073266,ok,session_mode
2026-06-01T03:29:12Z,zh,play video,session_volume_up,ok,已调高音量。,0.494833,ok,session_mode
2026-06-01T03:29:23Z,zh,play video,session_resume,ok,已继续播放。,0.010619,ok,session_mode
2026-06-01T03:29:35Z,zh,stop exit,session_unparsed,stop exit,未识别该指令。可尝试搜索、播放第一个、暂停，或说停止自动化。,0.000076,no_match,session_no_match
2026-06-01T03:29:58Z,zh,stop automation,session_stop,,已结束会话。,0.106642,ok,session_mode
2026-06-01T03:34:53Z,en,open gesture,none,,"I didn't match a system command. You can say: set a timer, take a screenshot, open YouTube, or search the web.",0.002982,no_match,no_match
2026-06-01T04:00:13Z,en,open WhatsApp,session_whatsapp,whatsapp,Automation is running on WhatsApp.,2.302361,ok,
2026-06-01T04:00:24Z,en,open the Third,session_unparsed,open the Third,"I did not understand that command. Try search, play first, pause, or stop automation.",0.001855,no_match,session_no_match
2026-06-01T04:00:36Z,en,open the third chat,session_select_chat_index,ok_index_3,Selected the chat.,0.562370,ok,session_mode
2026-06-01T04:00:45Z,en,type hello,session_type_text,ok,Typed.,0.459436,ok,session_mode
2026-06-01T04:00:53Z,en,clear message,session_clear_message,ok,Cleared the message.,0.455042,ok,session_mode
2026-06-01T04:01:01Z,en,type good morning and send,session_type_text,ok,Typed.,0.799547,ok,session_mode
2026-06-01T04:01:09Z,en,remove & Send,session_unparsed,remove & Send,"I did not understand that command. Try search, play first, pause, or stop automation.",0.000041,no_match,session_no_match
2026-06-01T04:01:39Z,en,send a message,session_unparsed,send a message,"I did not understand that command. Try search, play first, pause, or stop automation.",0.000084,no_match,session_no_match
2026-06-01T04:01:52Z,en,send a message please,session_unparsed,send a message please,"I did not understand that command. Try search, play first, pause, or stop automation.",0.000044,no_match,session_no_match
2026-06-01T04:02:04Z,en,stop automation,session_stop,,Session stopped.,0.000043,ok,session_mode
2026-06-01T04:18:51Z,en,hello please open WhatsApp for me,session_whatsapp,whatsapp,Automation is running on WhatsApp.,2.245436,ok,
2026-06-01T04:19:12Z,en,search user PG,session_search_chat,ok,Search updated.,1.176016,ok,session_mode
2026-06-01T04:19:22Z,en,select first chat,session_select_chat_index,ok_index_1,Selected the chat.,0.562278,ok,session_mode
2026-06-01T04:19:31Z,en,type hello,session_type_text,ok,Typed.,0.459038,ok,session_mode
2026-06-01T04:19:40Z,en,clear message,session_clear_message,ok,Cleared the message.,0.456708,ok,session_mode
2026-06-01T04:19:48Z,en,clear search,session_clear_search,ok,Cleared the search.,1.263147,ok,session_mode
2026-06-01T04:19:58Z,en,stop automation,session_stop,,Session stopped.,0.000051,ok,session_mode
2026-06-01T04:20:31Z,en,please open YouTube,session_youtube,youtube,Automation is running on YouTube.,3.055764,ok,
2026-06-01T04:21:16Z,en,stop automation,session_stop,,Session stopped.,0.077918,ok,session_mode
2026-06-01T04:24:06Z,en,hi open WhatsApp,session_whatsapp,whatsapp,Automation is running on WhatsApp.,2.151507,ok,
2026-06-01T04:24:17Z,en,search user PG,session_search_chat,ok,Search updated.,0.774356,ok,session_mode
2026-06-01T04:24:26Z,en,select the first chat,session_select_chat_index,ok_index_1,Selected the chat.,0.458903,ok,session_mode
2026-06-01T04:24:34Z,en,hi good morning,session_unparsed,hi good morning,"I did not understand that command. Try search, play first, pause, or stop automation.",0.000046,no_match,session_no_match
2026-06-01T04:24:47Z,en,good morning,session_unparsed,good morning,"I did not understand that command. Try search, play first, pause, or stop automation.",0.000044,no_match,session_no_match
2026-06-01T04:24:59Z,en,good morning,session_unparsed,good morning,"I did not understand that command. Try search, play first, pause, or stop automation.",0.000074,no_match,session_no_match
2026-06-01T04:25:11Z,en,enter good morning,session_type_text,ok,Typed.,0.509788,ok,session_mode
2026-06-01T04:25:19Z,en,stop all the music stop automation,session_stop,,Session stopped.,0.000042,ok,session_mode
2026-06-01T04:26:35Z,en,hi open WhatsApp,session_whatsapp,whatsapp,Automation is running on WhatsApp.,2.134256,ok,
2026-06-01T04:26:46Z,en,select first chat,session_select_chat_index,ok_index_1,Selected the chat.,0.459828,ok,session_mode
2026-06-01T04:26:54Z,en,stop automation,session_stop,,Session stopped.,0.000048,ok,session_mode
2026-06-01T04:27:09Z,en,hi open WhatsApp,session_whatsapp,whatsapp,Automation is running on WhatsApp.,2.145290,ok,
2026-06-01T04:27:31Z,en,ok,session_unparsed,ok,"I did not understand that command. Try search, play first, pause, or stop automation.",0.000030,no_match,session_no_match
2026-06-01T04:27:54Z,en,open WhatsApp,session_unparsed,open WhatsApp,"I did not understand that command. Try search, play first, pause, or stop automation.",0.000059,no_match,session_no_match
2026-06-01T04:28:06Z,en,stop automation,session_stop,,Session stopped.,0.000040,ok,session_mode
2026-06-01T04:28:22Z,en,hi open WhatsApp,session_whatsapp,whatsapp,Automation is running on WhatsApp.,2.148977,ok,
2026-06-01T04:28:33Z,en,select first user,session_unparsed,select first user,"I did not understand that command. Try search, play first, pause, or stop automation.",0.000048,no_match,session_no_match
2026-06-01T04:28:46Z,en,first chat,session_unparsed,first chat,"I did not understand that command. Try search, play first, pause, or stop automation.",0.000049,no_match,session_no_match
2026-06-01T04:28:59Z,en,stop automation,session_stop,,Session stopped.,0.000039,ok,session_mode
2026-06-01T04:29:23Z,en,hi open WhatsApp,session_whatsapp,whatsapp,Automation is running on WhatsApp.,2.126561,ok,
2026-06-01T04:29:34Z,en,select first chat,session_select_chat_index,ok_index_1,Selected the chat.,0.457027,ok,session_mode
2026-06-01T04:29:43Z,en,the hello,session_unparsed,the hello,"I did not understand that command. Try search, play first, pause, or stop automation.",0.000040,no_match,session_no_match
2026-06-01T04:29:55Z,en,tear hello,session_unparsed,tear hello,"I did not understand that command. Try search, play first, pause, or stop automation.",0.000035,no_match,session_no_match
2026-06-01T04:30:07Z,en,enter High,session_type_text,ok,Typed.,0.338645,ok,session_mode
2026-06-01T04:30:15Z,en,clear message,session_clear_message,ok,Cleared the message.,0.256131,ok,session_mode
2026-06-01T04:30:23Z,en,run gesture control,session_unparsed,run gesture control,"I did not understand that command. Try search, play first, pause, or stop automation.",0.000044,no_match,session_no_match
2026-06-01T04:31:22Z,en,stop automation,session_stop,,Session stopped.,0.000045,ok,session_mode
2026-06-01T05:45:04Z,en,please open WhatsApp,session_whatsapp,whatsapp,Automation is running on WhatsApp.,2.289359,ok,
2026-06-01T05:45:15Z,en,blah blah blah blah blah,session_unparsed,blah blah blah blah blah,"I did not understand, please try the following commands:
- Search user James
- Select first/second/third chat
- Enter Good Morning
- Clear Message
- Stop Automation",0.002897,no_match,session_no_match
2026-06-01T05:45:35Z,en,select first chat,session_select_chat_index,ok_index_1,Selected the chat.,0.563679,ok,session_mode
2026-06-01T05:45:44Z,en,Select second chat,session_select_chat_index,ok_index_2,Selected the chat.,0.565642,ok,session_mode
2026-06-01T05:45:53Z,en,blah blah,session_unparsed,blah blah,"I did not understand, please try the following commands:
- Search user James
- Select first/second/third chat
- Enter Good Morning
- Clear Message
- Stop Automation",0.000034,no_match,session_no_match
2026-06-01T05:46:03Z,en,stop automation,session_stop,,Session stopped.,0.000793,ok,session_mode
2026-06-01T05:47:49Z,en,open YouTube,session_youtube,youtube,Automation is running on YouTube.,3.050906,ok,
2026-06-01T05:48:00Z,en,blah blah,session_unparsed,blah blah,"I did not understand, please try the following commands:
- Search Justin Bieber
- Play First
- Pause / Resume Video
- Increase / Decrease volume
- Stop Automation",0.002662,no_match,session_no_match
2026-06-01T05:48:11Z,en,search Justin,session_search,ok,Done.,3.553492,ok,session_mode
2026-06-01T05:48:30Z,en,ok,session_unparsed,ok,"I did not understand, please try the following commands:
- Search Justin Bieber
- Play First
- Pause / Resume Video
- Increase / Decrease volume
- Stop Automation",0.000058,no_match,session_no_match
2026-06-01T05:48:41Z,en,stop automation,session_stop,,Session stopped.,0.062052,ok,session_mode
2026-06-01T05:49:20Z,zh,请打开油管,session_youtube,youtube,自动化运行中在 YouTube ,2.419100,ok,
2026-06-01T05:49:35Z,zh,search 周杰伦,session_search,ok,完成。,3.509650,ok,session_mode
2026-06-01T05:49:50Z,zh,OK OK,session_unparsed,OK OK,"我不明白，请尝试以下命令：
- 搜索周杰伦
- 播放第一个
- 暂停音乐 / 继续播放
- 调高/调低音量
- 停止自动化",0.000067,no_match,session_no_match
2026-06-01T05:50:25Z,en,things that you don't want,session_unparsed,things that you don't want,"I did not understand, please try the following commands:
- Search Justin Bieber
- Play First
- Pause / Resume Video
- Increase / Decrease volume
- Stop Automation",0.000134,no_match,session_no_match
2026-06-01T05:50:36Z,en,stop automation,session_stop,,Session stopped.,0.105223,ok,session_mode
2026-06-01T05:53:59Z,zh,今天的日期是什么,date,2026-06-01,今天是 2026-06-01。,0.000118,ok,
2026-06-01T05:55:36Z,en,open Chat gpt,session_chatgpt,chatgpt,Automation is running on ChatGPT.,1.251480,ok,
2026-06-01T05:55:47Z,en,I don't know what to,session_unparsed,I don't know what to,"I did not understand, please try the following commands:
- Enter What is Computer
- Send Message
- Search 3 + 3
- Stop Automation",0.000573,no_match,session_no_match
2026-06-01T05:56:20Z,en,launch gastric control,session_unparsed,launch gastric control,"I did not understand, please try the following commands:
- Enter What is Computer
- Send Message
- Search 3 + 3
- Stop Automation",0.000056,no_match,session_no_match
2026-06-01T05:56:46Z,en,stop automation,session_stop,,Session stopped.,0.170480,ok,session_mode
2026-06-01T05:57:16Z,en,open Google Map,web_search,map,Searching the web for that now.,0.241610,ok,
2026-06-01T05:57:29Z,en,open Google News,session_google_news,google_news,"CDP connect failed (http://127.0.0.1:9222). Start Edge with --remote-debugging-port matching this URL. Underlying error: BrowserType.connect_over_cdp: connect ECONNREFUSED 127.0.0.1:9222
Call log:
  - <ws preparing> retrieving websocket url from http://127.0.0.1:9222
",0.624016,fail,fail
2026-06-01T05:58:10Z,en,iPhone,none,,"I didn't match a system command. You can say: set a timer, take a screenshot, open YouTube, or search the web.",0.002416,no_match,no_match
2026-06-01T05:58:34Z,en,open Google Maps,session_google_maps,google_maps,Automation is running on Google Maps.,1.475188,ok,
2026-06-01T05:58:45Z,en,hello hello,session_unparsed,hello hello,"I did not understand, please try the following commands:
- Search United States
- Search News in Malaysia
- Stop Automation",0.000067,no_match,session_no_match
2026-06-01T05:58:56Z,en,search United States,session_search,ok,Done.,0.654533,ok,session_mode
2026-06-01T05:59:05Z,en,stop automation,session_stop,,Session stopped.,0.074537,ok,session_mode
2026-06-01T05:59:27Z,en,please open WhatsApp,session_whatsapp,whatsapp,Automation is running on WhatsApp.,2.241704,ok,
2026-06-01T05:59:38Z,en,stop stop automation,session_stop,,Session stopped.,0.000054,ok,session_mode
2026-06-08T03:46:10Z,en,take screenshot,screenshot,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\System\screenshots\capture_20260608_114610.png,Screenshot saved.,0.125635,ok,
2026-06-08T03:46:58Z,zh,请打开聊天应用,session_whatsapp,whatsapp,自动化运行中在 WhatsApp ,2.272594,ok,
2026-06-08T03:47:13Z,zh,select third chat,session_select_chat_index,ok_index_3,已选择聊天。,0.560900,ok,session_mode
2026-06-08T03:47:53Z,en,things that you are,session_unparsed,things that you are,"I did not understand, please try the following commands:
- Search user James
- Select first/second/third chat
- Enter Good Morning
- Clear Message
- Stop Automation",0.000053,no_match,session_no_match
2026-06-08T03:48:03Z,en,stop automation,session_stop,,Session stopped.,0.000057,ok,session_mode
2026-06-08T03:48:56Z,en,what time is it,time,11:48:56,The time is 11:48:56.,0.000066,ok,
2026-06-08T03:49:16Z,en,what's the date,date,2026-06-08,Today is 2026-06-08.,0.000300,ok,
2026-06-08T03:49:30Z,en,what's the date,date,2026-06-08,Today is 2026-06-08.,0.000059,ok,
2026-06-08T03:49:46Z,en,what time is it,time,11:49:46,The time is 11:49:46.,0.000073,ok,
2026-06-08T04:30:33Z,en,take screenshot,screenshot,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\System\screenshots\capture_20260608_123033.png,Screenshot saved.,0.179414,ok,
